,ts_code,trade_date,open,high,low,close,vol
39,603722.SH,20210826,51.99,52.66,50.34,50.98,23069.47
40,603722.SH,20210825,51.95,52.0,48.27,50.28,55336.42
41,603722.SH,20210824,47.48,52.06,47.0,52.06,50311.52
42,603722.SH,20210823,44.66,47.47,44.27,47.33,35414.97
43,603722.SH,20210820,40.7,43.41,40.16,43.15,17312.06
44,603722.SH,20210819,41.66,43.4,41.66,42.58,9441.0
45,603722.SH,20210818,42.34,43.2,42.03,42.36,8215.0
46,603722.SH,20210817,43.65,44.39,42.31,42.33,12776.2
47,603722.SH,20210816,45.47,45.47,42.95,43.62,20379.82
48,603722.SH,20210813,46.58,46.63,44.62,45.19,16865.17
49,603722.SH,20210812,45.8,47.26,45.1,46.44,18388.81
50,603722.SH,20210811,46.56,46.7,45.18,45.38,16287.56
51,603722.SH,20210810,44.87,47.2,44.71,46.24,24557.49
52,603722.SH,20210809,49.0,49.0,44.61,44.87,27667.07
53,603722.SH,20210806,45.35,46.7,44.53,45.61,21624.91
54,603722.SH,20210805,46.5,46.69,44.8,45.28,20522.0
55,603722.SH,20210804,43.69,46.5,43.69,46.39,31433.2
56,603722.SH,20210803,43.3,45.36,42.6,43.66,20984.0
57,603722.SH,20210802,43.0,43.7,42.2,43.25,14974.0
58,603722.SH,20210730,41.0,43.49,40.8,43.08,17459.0
59,603722.SH,20210729,40.96,42.1,40.0,41.27,20130.07
60,603722.SH,20210728,40.88,41.41,38.99,39.96,16725.25
61,603722.SH,20210727,42.76,43.59,41.0,41.42,19171.0
62,603722.SH,20210726,41.6,44.0,41.22,43.36,27047.05
63,603722.SH,20210723,43.9,44.0,41.3,41.97,33744.79
64,603722.SH,20210722,44.89,44.89,43.0,44.0,15801.0
65,603722.SH,20210721,44.44,44.88,43.6,44.62,13074.25
66,603722.SH,20210720,43.19,44.6,42.76,44.35,10496.0
67,603722.SH,20210719,45.4,45.4,42.64,43.75,22822.78
68,603722.SH,20210716,44.86,45.67,43.64,45.52,17506.7
69,603722.SH,20210715,45.25,45.55,43.37,44.86,17548.0
70,603722.SH,20210714,45.97,46.8,44.0,45.43,22243.0
71,603722.SH,20210713,47.37,49.75,46.0,46.46,26487.5
72,603722.SH,20210712,47.13,48.9,46.91,47.68,21097.0
73,603722.SH,20210709,47.59,48.08,46.62,47.1,15083.0
74,603722.SH,20210708,48.68,48.68,46.0,46.99,17432.99
75,603722.SH,20210707,47.98,48.56,45.72,48.1,17720.0
76,603722.SH,20210706,49.54,49.54,47.14,48.21,22446.42
77,603722.SH,20210705,49.88,51.8,49.0,49.6,16308.75
78,603722.SH,20210702,49.08,50.16,48.7,49.2,17657.84
79,603722.SH,20210701,52.01,52.01,49.3,49.35,17369.0
80,603722.SH,20210630,50.36,52.16,49.03,52.0,20718.0
81,603722.SH,20210629,49.1,51.3,48.3,50.35,31216.0
82,603722.SH,20210628,48.85,50.42,48.0,49.03,29247.0
83,603722.SH,20210625,50.23,50.68,47.71,48.73,34278.0
84,603722.SH,20210624,49.0,53.58,48.0,49.19,84181.54
85,603722.SH,20210623,45.46,48.98,44.61,48.98,43495.54
86,603722.SH,20210622,40.81,44.53,40.0,44.53,62176.96
87,603722.SH,20210621,39.81,41.67,39.7,40.48,16669.0
88,603722.SH,20210618,39.94,40.43,39.01,39.82,13751.0
89,603722.SH,20210617,38.47,41.5,38.15,40.0,19356.0
90,603722.SH,20210616,40.02,40.1,38.0,38.72,17918.0
91,603722.SH,20210615,41.02,41.39,39.2,39.8,21215.0
92,603722.SH,20210611,41.75,42.6,40.61,40.61,23762.0
93,603722.SH,20210610,44.21,44.21,40.58,41.59,34449.04
94,603722.SH,20210609,45.0,45.0,42.0,42.5,35782.07
95,603722.SH,20210608,46.04,48.54,43.45,43.5,47756.93
96,603722.SH,20210607,42.0,45.31,41.57,45.31,29921.07
97,603722.SH,20210604,44.38,44.38,40.77,41.19,46309.82
98,603722.SH,20210603,43.5,44.8,42.41,43.82,30663.5
99,603722.SH,20210602,43.88,44.64,42.4,43.54,49029.04
100,603722.SH,20210601,41.8,45.37,41.31,44.54,61699.4
101,603722.SH,20210531,38.3,42.52,38.19,42.0,76056.0
102,603722.SH,20210528,35.36,38.9,35.36,38.9,75466.04
103,603722.SH,20210527,36.54,36.81,35.03,35.36,43634.29
104,603722.SH,20210526,36.88,40.3,36.74,36.81,58887.0
105,603722.SH,20210525,33.4,36.74,33.2,36.74,30916.0
106,603722.SH,20210524,33.63,33.63,32.87,33.4,9897.0
107,603722.SH,20210521,33.15,34.25,33.01,33.63,6903.0
108,603722.SH,20210520,32.7,34.28,32.55,33.22,10129.0
109,603722.SH,20210519,33.18,33.85,32.51,33.05,14396.08
110,603722.SH,20210518,34.19,34.24,33.17,33.58,9805.07
111,603722.SH,20210517,35.5,35.52,33.82,34.37,13214.0
112,603722.SH,20210514,34.28,35.68,34.0,35.2,14862.17
113,603722.SH,20210513,34.21,35.0,33.8,34.4,7888.9
114,603722.SH,20210512,34.39,34.71,33.6,34.31,5880.45
115,603722.SH,20210511,33.45,34.7,32.85,34.59,8918.27
116,603722.SH,20210510,34.25,34.77,33.57,33.8,9396.29
117,603722.SH,20210507,35.5,36.25,34.35,34.35,13743.45
118,603722.SH,20210506,34.84,36.32,34.38,35.93,16133.29
119,603722.SH,20210430,34.85,35.3,34.34,35.09,15489.45
120,603722.SH,20210429,32.36,35.33,32.36,34.75,21247.33
121,603722.SH,20210428,32.25,32.9,32.23,32.77,12641.88
122,603722.SH,20210427,33.69,34.1,32.2,32.49,23260.99
123,603722.SH,20210426,35.85,35.88,33.5,33.91,29822.03
124,603722.SH,20210423,35.89,36.98,35.33,35.94,19311.7
125,603722.SH,20210422,34.65,36.2,34.65,36.11,32240.0
126,603722.SH,20210421,33.3,35.19,32.6,34.92,23227.0
127,603722.SH,20210420,32.57,34.63,32.3,33.6,22335.37
128,603722.SH,20210419,32.95,33.17,32.1,32.56,16851.12
129,603722.SH,20210416,32.77,33.98,32.62,33.16,21148.0
130,603722.SH,20210415,30.53,33.66,30.2,33.03,28749.45
131,603722.SH,20210414,31.09,31.49,30.55,30.6,13228.0
132,603722.SH,20210413,30.97,31.44,30.28,31.07,13324.0
133,603722.SH,20210412,32.22,32.92,30.7,30.98,22290.0
134,603722.SH,20210409,30.03,32.46,29.78,32.25,36936.45
135,603722.SH,20210408,28.55,31.49,28.26,30.57,36548.45
136,603722.SH,20210407,28.46,28.84,28.4,28.63,4252.0
137,603722.SH,20210406,28.44,28.97,28.44,28.55,5739.45
138,603722.SH,20210402,29.0,29.06,28.45,28.82,5289.0
139,603722.SH,20210401,29.15,29.18,28.29,29.0,9740.0
140,603722.SH,20210331,28.95,29.46,28.7,28.81,8586.0
141,603722.SH,20210330,28.81,29.28,28.0,28.94,8845.45
142,603722.SH,20210329,27.87,28.96,27.66,28.81,10731.0
143,603722.SH,20210326,27.75,28.16,27.6,27.88,5614.0
144,603722.SH,20210325,27.26,27.78,27.16,27.56,4517.25
145,603722.SH,20210324,27.11,27.35,27.11,27.26,2122.0
146,603722.SH,20210323,27.44,27.52,27.11,27.23,3253.0
147,603722.SH,20210322,27.27,27.6,27.01,27.39,3336.17
148,603722.SH,20210319,27.2,27.65,27.2,27.27,4704.17
149,603722.SH,20210318,27.68,28.18,27.4,27.49,6064.0
150,603722.SH,20210317,27.53,27.77,27.3,27.65,3212.0
151,603722.SH,20210316,27.01,27.68,27.01,27.63,5342.0
152,603722.SH,20210315,27.4,27.54,26.95,27.01,5888.0
153,603722.SH,20210312,27.71,27.87,27.4,27.52,3820.0
154,603722.SH,20210311,27.52,27.9,27.2,27.65,5974.0
155,603722.SH,20210310,27.72,28.01,26.93,27.52,6762.0
156,603722.SH,20210309,28.0,28.2,26.5,27.7,14931.0
157,603722.SH,20210308,28.58,29.29,27.66,27.98,11770.0
158,603722.SH,20210305,28.61,29.2,28.2,28.25,10730.45
159,603722.SH,20210304,29.0,29.26,28.7,28.84,9567.0
160,603722.SH,20210303,28.55,29.45,28.46,29.34,10245.0
161,603722.SH,20210302,29.02,29.38,28.2,28.85,12957.0
162,603722.SH,20210301,27.45,28.44,27.34,28.44,6790.41
163,603722.SH,20210226,27.34,27.66,26.64,27.37,6402.41
164,603722.SH,20210225,28.44,28.56,27.5,27.59,6720.92
165,603722.SH,20210224,28.67,29.28,27.9,28.01,11596.0
166,603722.SH,20210223,29.87,29.87,28.66,28.91,11473.45
167,603722.SH,20210222,30.0,30.58,29.65,29.74,15302.07
168,603722.SH,20210219,29.28,29.76,28.98,29.76,12961.0
169,603722.SH,20210218,28.68,29.47,28.4,29.31,11069.0
170,603722.SH,20210210,28.99,29.2,27.9,28.27,11838.0
171,603722.SH,20210209,29.0,29.5,28.53,29.25,8883.0
172,603722.SH,20210208,28.18,29.69,27.2,29.0,13904.0
173,603722.SH,20210205,29.18,29.92,28.03,28.16,11703.0
174,603722.SH,20210204,28.99,29.28,28.21,28.63,9968.0
175,603722.SH,20210203,29.31,29.69,28.8,29.0,13565.0
176,603722.SH,20210202,29.61,29.98,28.5,29.2,24493.0
177,603722.SH,20210201,25.46,28.2,25.46,28.2,10627.0
178,603722.SH,20210129,26.35,26.83,25.61,25.64,7670.0
179,603722.SH,20210128,27.28,27.3,26.3,26.35,6256.0
180,603722.SH,20210127,26.84,27.47,26.62,27.29,8893.0
181,603722.SH,20210126,27.83,28.2,26.7,26.86,11076.07
182,603722.SH,20210125,29.68,29.68,27.3,27.42,14554.45
183,603722.SH,20210122,29.32,29.46,28.34,29.21,9598.0
184,603722.SH,20210121,29.94,30.1,28.95,28.99,18640.0
185,603722.SH,20210120,28.1,30.16,28.1,29.94,19300.0
186,603722.SH,20210119,27.3,28.57,27.3,28.07,14796.0
187,603722.SH,20210118,26.27,27.48,26.27,27.3,11705.0
188,603722.SH,20210115,24.42,26.98,24.42,26.27,15703.83
189,603722.SH,20210114,24.83,25.28,24.24,24.67,6951.9
190,603722.SH,20210113,25.5,25.5,24.31,25.0,9488.15
191,603722.SH,20210112,25.89,26.15,25.38,25.5,6641.0
192,603722.SH,20210111,26.86,26.99,25.57,25.9,13218.07
193,603722.SH,20210108,26.73,27.14,26.1,26.86,6655.0
194,603722.SH,20210107,27.53,27.53,26.52,26.73,10329.0
195,603722.SH,20210106,27.9,28.17,27.3,27.63,8031.0
196,603722.SH,20210105,27.95,28.11,27.71,27.94,7128.0
197,603722.SH,20210104,27.39,28.38,26.86,28.16,7776.0
198,603722.SH,20201231,27.16,27.51,26.87,27.39,7302.07
199,603722.SH,20201230,27.45,27.45,26.1,26.89,8769.0
200,603722.SH,20201229,27.5,27.8,27.18,27.47,6602.0
201,603722.SH,20201228,28.58,28.58,27.4,27.62,9955.0
202,603722.SH,20201225,28.6,28.97,28.32,28.6,6656.0
203,603722.SH,20201224,28.5,29.56,28.12,28.97,10303.0
204,603722.SH,20201223,28.42,28.88,28.42,28.62,6581.0
205,603722.SH,20201222,29.6,29.62,28.55,28.63,11530.0
206,603722.SH,20201221,28.92,30.05,28.5,29.75,13355.0
207,603722.SH,20201218,29.4,29.6,28.82,28.91,7772.0
208,603722.SH,20201217,29.24,29.55,28.35,29.45,12819.0
209,603722.SH,20201216,29.69,30.3,29.39,29.47,7364.0
210,603722.SH,20201215,30.61,30.64,29.58,29.65,15175.0
211,603722.SH,20201214,31.18,31.21,30.52,30.6,6741.0
212,603722.SH,20201211,31.61,31.63,30.63,30.9,8883.0
213,603722.SH,20201210,31.57,31.85,31.22,31.65,6459.45
214,603722.SH,20201209,32.0,32.15,31.51,31.56,8684.19
215,603722.SH,20201208,31.54,32.03,31.43,32.03,10512.0
216,603722.SH,20201207,32.05,32.1,31.52,31.69,9603.09
217,603722.SH,20201204,31.95,32.5,31.49,32.2,14132.0
218,603722.SH,20201203,31.71,32.25,31.36,32.0,8279.0
219,603722.SH,20201202,32.2,32.46,31.71,31.82,10196.0
220,603722.SH,20201201,31.75,32.5,31.2,32.25,11300.0
221,603722.SH,20201130,31.49,32.21,31.3,31.75,11748.0
222,603722.SH,20201127,31.04,31.5,30.66,31.48,11847.0
223,603722.SH,20201126,31.89,31.89,30.89,31.3,13444.0
224,603722.SH,20201125,32.25,32.36,31.62,31.98,17523.0
225,603722.SH,20201124,32.2,32.46,31.46,32.2,28253.0
226,603722.SH,20201123,34.21,34.27,33.2,33.3,29908.0
227,603722.SH,20201120,34.0,34.47,33.38,34.2,25307.0
228,603722.SH,20201119,36.0,36.0,33.8,34.41,40846.48
229,603722.SH,20201118,34.36,35.9,34.22,35.87,40726.54
230,603722.SH,20201117,34.47,34.74,33.5,33.82,15491.57
231,603722.SH,20201116,33.9,34.76,33.9,34.48,19643.12
232,603722.SH,20201113,34.0,35.44,33.89,34.43,26397.0
233,603722.SH,20201112,33.87,34.18,33.16,34.0,21881.0
234,603722.SH,20201111,35.6,36.1,34.0,34.46,39687.0
235,603722.SH,20201110,33.83,35.43,33.0,34.45,35784.0
236,603722.SH,20201109,32.29,33.76,32.16,33.43,23107.0
237,603722.SH,20201106,32.78,32.78,31.86,32.3,13354.89
238,603722.SH,20201105,32.2,32.93,30.5,32.6,24452.0
239,603722.SH,20201104,31.5,32.8,31.12,31.77,29280.54
240,603722.SH,20201103,30.03,31.59,29.67,31.28,19559.0
241,603722.SH,20201102,29.78,30.09,29.37,29.51,12614.0
242,603722.SH,20201030,31.5,31.76,30.11,30.19,24116.0
243,603722.SH,20201029,32.52,32.55,31.81,31.98,13131.8
244,603722.SH,20201028,32.5,32.95,32.01,32.57,13046.54
245,603722.SH,20201027,34.65,34.88,32.06,32.95,34466.21
246,603722.SH,20201026,31.85,35.1,31.85,35.02,30056.5
247,603722.SH,20201023,32.44,34.92,32.03,32.88,29802.0
248,603722.SH,20201022,32.1,32.96,31.32,32.4,13941.5
249,603722.SH,20201021,34.17,34.7,32.8,32.8,22737.0
250,603722.SH,20201020,34.0,34.11,33.09,34.07,16793.0
251,603722.SH,20201019,34.7,34.7,33.84,33.93,10824.0
252,603722.SH,20201016,34.88,34.88,33.9,34.29,13680.29
253,603722.SH,20201015,35.46,35.48,34.53,34.63,16714.54
254,603722.SH,20201014,35.78,35.78,34.99,35.0,15647.0
255,603722.SH,20201013,35.62,36.8,34.85,36.0,27624.0
256,603722.SH,20201012,34.71,35.68,34.39,35.4,21950.0
257,603722.SH,20201009,33.9,34.7,33.6,34.57,15943.0
258,603722.SH,20200930,34.09,34.22,32.9,33.23,13924.79
259,603722.SH,20200929,32.71,34.85,32.16,33.7,25121.89
260,603722.SH,20200928,34.12,34.25,32.23,32.48,23351.0
261,603722.SH,20200925,34.68,35.5,34.11,34.47,20998.89
262,603722.SH,20200924,35.47,35.5,34.2,34.35,17833.17
263,603722.SH,20200923,34.74,36.66,34.17,35.55,28706.05
264,603722.SH,20200922,34.98,35.6,34.24,34.4,14777.0
265,603722.SH,20200921,35.28,35.68,34.95,35.1,17319.0
266,603722.SH,20200918,35.0,35.26,33.77,35.26,19593.0
267,603722.SH,20200917,34.7,35.33,34.3,34.79,21454.0
268,603722.SH,20200916,34.99,35.48,33.9,34.45,14713.0
269,603722.SH,20200915,35.37,35.37,33.8,34.88,15707.29
270,603722.SH,20200914,34.68,35.24,34.25,34.58,16066.0
271,603722.SH,20200911,33.7,34.47,33.45,34.1,11458.0
272,603722.SH,20200910,35.2,35.5,33.57,33.69,14447.0
273,603722.SH,20200909,36.07,36.2,33.33,34.97,17478.0
274,603722.SH,20200908,36.71,36.98,35.32,36.21,17751.0
275,603722.SH,20200907,37.51,38.33,36.71,36.71,13509.0
276,603722.SH,20200904,37.31,37.79,37.08,37.67,11735.14
277,603722.SH,20200903,38.77,39.39,37.55,37.95,19381.54
278,603722.SH,20200902,39.1,39.6,38.4,38.54,13662.0
279,603722.SH,20200901,39.0,39.43,38.38,39.1,10301.0
280,603722.SH,20200831,39.8,40.4,39.15,39.15,16327.0
281,603722.SH,20200828,39.07,39.64,38.6,39.58,11653.45
282,603722.SH,20200827,38.56,39.3,38.38,39.12,11544.0
283,603722.SH,20200826,39.6,40.03,38.11,38.42,21056.17
284,603722.SH,20200825,40.78,40.78,39.34,39.71,16581.28
285,603722.SH,20200824,40.43,40.93,39.44,40.47,17464.77
286,603722.SH,20200821,40.15,40.74,39.68,40.19,18256.0
287,603722.SH,20200820,40.01,40.59,39.22,40.54,22122.77
288,603722.SH,20200819,42.0,42.18,40.16,40.2,30158.52
289,603722.SH,20200818,42.91,42.91,41.5,41.95,27709.0
290,603722.SH,20200817,42.28,43.0,41.22,42.81,35822.0
291,603722.SH,20200814,42.68,42.7,41.05,42.09,23798.0
292,603722.SH,20200813,42.95,43.28,41.8,42.3,21957.0
293,603722.SH,20200812,43.86,44.59,40.72,42.02,43934.11
294,603722.SH,20200811,46.11,46.75,43.8,43.95,40845.05
295,603722.SH,20200810,47.1,47.56,45.08,46.18,47255.89
296,603722.SH,20200807,48.14,48.9,46.41,47.93,58608.0
297,603722.SH,20200806,47.93,51.0,47.83,49.51,66147.98
298,603722.SH,20200805,47.67,50.58,46.28,48.64,86484.6
299,603722.SH,20200804,59.6,59.6,51.4,51.4,128057.36
300,603722.SH,20200803,55.0,57.11,53.38,57.11,73616.7
301,603722.SH,20200731,46.09,51.92,45.05,51.92,102450.98
302,603722.SH,20200730,45.74,49.48,45.74,47.2,100464.05
303,603722.SH,20200729,42.5,47.88,41.55,45.48,94711.54
304,603722.SH,20200728,46.27,48.0,42.16,44.05,110363.84
305,603722.SH,20200727,42.89,45.07,42.89,45.07,107409.76
306,603722.SH,20200724,44.0,45.98,40.51,40.97,146980.73
307,603722.SH,20200723,39.5,41.9,39.42,41.9,113025.72
308,603722.SH,20200722,37.19,39.35,36.94,38.09,65658.79
309,603722.SH,20200721,36.5,37.68,35.21,36.8,55710.21
310,603722.SH,20200720,34.3,35.18,33.36,35.18,21445.5
311,603722.SH,20200717,32.61,33.19,31.5,31.98,23497.0
312,603722.SH,20200716,34.21,34.9,32.21,32.51,36086.0
313,603722.SH,20200715,39.4,39.52,34.81,34.91,65005.72
314,603722.SH,20200714,33.85,37.12,33.85,36.85,59736.95
315,603722.SH,20200713,33.8,34.5,33.3,34.02,29405.0
316,603722.SH,20200710,34.6,34.6,33.41,33.45,24434.0
317,603722.SH,20200709,33.29,35.29,33.19,34.26,29922.53
318,603722.SH,20200708,33.4,33.68,32.69,33.42,26914.07
319,603722.SH,20200707,32.83,33.85,32.35,33.44,31542.54
320,603722.SH,20200706,31.45,32.86,31.45,32.69,26530.07
321,603722.SH,20200703,31.63,31.75,31.21,31.44,16028.0
322,603722.SH,20200702,31.9,32.05,31.36,31.65,15855.62
323,603722.SH,20200701,31.76,32.07,31.3,31.85,15993.08
324,603722.SH,20200630,30.6,32.3,30.2,31.75,24140.0
325,603722.SH,20200629,31.11,31.38,30.19,30.2,12906.0
326,603722.SH,20200624,31.05,31.25,30.66,31.16,11480.59
327,603722.SH,20200623,31.46,31.46,30.8,31.06,10402.35
328,603722.SH,20200622,30.9,31.67,30.75,31.46,18116.28
329,603722.SH,20200619,30.43,31.94,30.43,31.06,18394.15
330,603722.SH,20200618,30.92,30.92,30.3,30.43,14688.0
331,603722.SH,20200617,31.21,31.38,30.56,30.92,15734.07
332,603722.SH,20200616,31.12,31.51,30.73,31.21,19703.5
333,603722.SH,20200615,32.21,32.21,30.7,30.92,35716.62
334,603722.SH,20200612,32.1,33.55,32.03,32.49,35935.84
335,603722.SH,20200611,32.6,33.97,32.0,33.27,42845.71
336,603722.SH,20200610,31.0,33.73,31.0,32.32,54698.45
337,603722.SH,20200609,30.5,31.4,30.05,30.66,23204.0
338,603722.SH,20200608,29.4,31.39,29.35,30.76,31973.52
339,603722.SH,20200605,29.79,29.79,29.06,29.25,14657.0
340,603722.SH,20200604,29.3,29.7,28.9,29.33,18672.0
341,603722.SH,20200603,29.35,29.95,29.0,29.44,22922.0
342,603722.SH,20200602,28.52,30.47,28.16,29.58,34214.52
343,603722.SH,20200601,27.85,28.49,27.73,28.43,16389.0
344,603722.SH,20200529,27.61,27.95,27.4,27.71,12436.53
345,603722.SH,20200528,28.19,28.72,27.44,27.68,18620.03
346,603722.SH,20200527,28.0,28.61,27.88,28.46,24579.26
347,603722.SH,20200526,27.9,28.26,27.22,28.19,19795.5
348,603722.SH,20200525,28.2,28.45,27.65,27.65,24243.0
349,603722.SH,20200522,29.8,30.8,28.61,28.85,35623.03
350,603722.SH,20200521,32.88,33.45,29.6,30.22,67476.26
351,603722.SH,20200520,28.33,31.12,28.2,31.12,25369.0
352,603722.SH,20200519,27.9,28.33,27.8,28.29,15070.02
353,603722.SH,20200518,28.58,28.58,27.45,27.8,14009.0
354,603722.SH,20200515,28.25,28.68,28.01,28.03,12620.0
355,603722.SH,20200514,28.08,28.95,28.08,28.2,17265.02
356,603722.SH,20200513,27.6,28.69,27.32,28.36,17672.0
357,603722.SH,20200512,27.4,27.87,27.01,27.4,10036.0
358,603722.SH,20200511,27.5,28.37,27.2,27.69,17400.5
359,603722.SH,20200508,27.7,27.7,27.17,27.2,12354.45
360,603722.SH,20200507,27.58,27.75,26.81,27.11,12324.52
361,603722.SH,20200506,25.74,27.17,25.69,27.07,16076.84
362,603722.SH,20200430,25.58,26.33,25.58,26.03,13633.48
363,603722.SH,20200429,25.41,25.88,25.21,25.29,10357.0
364,603722.SH,20200428,26.82,27.08,25.03,25.6,21474.52
365,603722.SH,20200427,28.57,28.82,26.68,26.99,32710.0
366,603722.SH,20200424,28.33,29.08,27.46,28.56,23915.54
367,603722.SH,20200423,27.59,28.55,27.41,28.32,21314.0
368,603722.SH,20200422,27.8,27.8,27.2,27.56,13204.0
369,603722.SH,20200421,27.7,27.86,27.27,27.83,8322.0
370,603722.SH,20200420,27.44,28.02,27.37,28.02,12583.0
371,603722.SH,20200417,27.59,27.97,27.44,27.44,14602.0
372,603722.SH,20200416,28.09,28.11,27.0,27.5,14536.0
373,603722.SH,20200415,27.91,28.46,27.55,27.64,16550.0
374,603722.SH,20200414,26.85,27.98,26.2,27.92,18765.0
375,603722.SH,20200413,27.42,27.42,26.37,26.47,13492.45
376,603722.SH,20200410,28.18,28.37,27.15,27.48,21062.47
377,603722.SH,20200409,28.34,28.97,28.08,28.23,20055.82
378,603722.SH,20200408,28.43,28.44,28.04,28.34,16738.82
379,603722.SH,20200407,27.95,28.87,27.71,28.65,45502.52
380,603722.SH,20200403,27.53,28.0,27.05,27.6,19839.5
381,603722.SH,20200402,26.63,27.55,26.17,27.55,18317.5
382,603722.SH,20200401,26.59,27.66,26.38,26.86,20668.0
383,603722.SH,20200331,26.68,28.3,26.68,27.32,28656.5
384,603722.SH,20200330,26.9,27.41,24.99,26.24,23577.0
385,603722.SH,20200327,27.28,27.85,27.13,27.42,14268.54
386,603722.SH,20200326,27.9,27.9,26.77,27.25,10285.0
387,603722.SH,20200325,27.83,28.0,27.4,27.7,16215.48
388,603722.SH,20200324,27.0,27.3,25.82,27.3,12424.99
389,603722.SH,20200323,27.54,27.73,26.33,26.44,13995.99
390,603722.SH,20200320,28.48,28.88,27.55,27.84,15310.99
391,603722.SH,20200319,27.25,28.19,27.2,28.05,20577.83
392,603722.SH,20200318,26.38,29.15,26.38,27.52,29275.85
393,603722.SH,20200317,27.77,28.24,26.31,27.45,23715.31
394,603722.SH,20200316,30.0,30.49,26.59,26.92,31101.48
395,603722.SH,20200313,29.17,30.48,28.3,29.23,47583.83
396,603722.SH,20200312,32.8,32.8,30.4,30.55,31969.72
397,603722.SH,20200311,35.44,35.44,32.55,32.99,25596.0
398,603722.SH,20200310,33.3,34.66,32.22,34.49,13767.61
399,603722.SH,20200309,35.87,36.28,33.55,33.55,16190.08
400,603722.SH,20200306,35.91,36.7,35.41,36.39,13559.0
401,603722.SH,20200305,35.82,36.32,35.59,36.03,14241.2
402,603722.SH,20200304,35.44,36.19,34.78,35.76,14158.04
403,603722.SH,20200303,36.0,37.45,35.8,35.91,20792.52
404,603722.SH,20200302,35.38,36.54,34.6,35.78,26391.52
405,603722.SH,20200228,37.2,37.8,35.37,35.37,43990.4
406,603722.SH,20200227,43.02,43.8,38.7,39.3,53323.08
407,603722.SH,20200226,39.52,43.67,39.0,43.0,67590.6
408,603722.SH,20200225,37.18,39.98,35.26,39.7,40729.5
409,603722.SH,20200224,38.14,38.91,37.71,38.32,27945.04
410,603722.SH,20200221,37.99,38.59,37.46,38.08,22536.88
411,603722.SH,20200220,38.0,38.74,37.01,37.99,29864.38
412,603722.SH,20200219,36.04,39.0,35.8,38.03,37635.16
413,603722.SH,20200218,35.19,36.98,34.7,36.69,40690.56
414,603722.SH,20200217,33.86,35.48,33.4,35.32,27201.64
415,603722.SH,20200214,34.6,34.65,33.6,33.86,23752.96
416,603722.SH,20200213,34.46,35.29,33.1,34.76,33067.18
417,603722.SH,20200212,33.69,34.73,33.1,34.28,27895.71
418,603722.SH,20200211,33.6,34.0,32.53,33.71,15253.36
419,603722.SH,20200210,34.21,34.4,33.06,33.59,17095.05
420,603722.SH,20200207,35.79,35.79,33.7,34.25,23618.94
421,603722.SH,20200206,31.6,35.26,31.57,35.26,35540.64
